paper_id,dblp_key,congress,level,area,year,window,doi,status
P0526547,conf/miccai/ChangSWLWWNL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_12,found_no_affiliation_country
P0526549,conf/miccai/ChenBSP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_49,found_no_affiliation_country
P0526550,conf/miccai/ChenCCTPC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_8,found_no_affiliation_country
P0526551,conf/miccai/ChenCF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_14,found_no_affiliation_country
P0526553,conf/miccai/ChenCZZCYLZSLZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_2,found_no_affiliation_country
P0526554,conf/miccai/ChenGXQWYL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_26,found_no_affiliation_country
P0526555,conf/miccai/ChenHZLWZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_47,found_no_affiliation_country
P0526556,conf/miccai/ChenJSS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_7,found_no_affiliation_country
P0526558,conf/miccai/ChenL25a,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16365-3_44,found_no_affiliation_country
P0526559,conf/miccai/ChenLBC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_14,found_no_affiliation_country
P0526560,conf/miccai/ChenLHCTM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_43,found_no_affiliation_country
P0526561,conf/miccai/ChenLQWL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_14,found_no_affiliation_country
P0526562,conf/miccai/ChenLYWZSS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_4,found_no_affiliation_country
P0526564,conf/miccai/ChenMPPCX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_44,found_no_affiliation_country
P0526568,conf/miccai/ChenQWZZFS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_61,found_no_affiliation_country
P0526569,conf/miccai/ChenS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_50,found_no_affiliation_country
P0526570,conf/miccai/ChenSCYZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_10,found_no_affiliation_country
P0526571,conf/miccai/ChenSJLLYL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_17,found_no_affiliation_country
P0526573,conf/miccai/ChenVCJAHVFC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05870-6_11,found_no_affiliation_country
P0526574,conf/miccai/ChenVSMFSARVLTKFCR25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_53,found_no_affiliation_country
P0526575,conf/miccai/ChenWCS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_3,found_no_affiliation_country
P0526577,conf/miccai/ChenWWC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_18,found_no_affiliation_country
P0526578,conf/miccai/ChenXP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_49,found_no_affiliation_country
P0526579,conf/miccai/ChenXSMHSGYY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_8,found_no_affiliation_country
P0526580,conf/miccai/ChenYHZWZX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_7,found_no_affiliation_country
P0526581,conf/miccai/ChenYWBRZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_50,found_no_affiliation_country
P0526584,conf/miccai/ChenZFTHXWDLZS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_44,found_no_affiliation_country
P0526585,conf/miccai/ChenZHVSEH25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_55,found_no_affiliation_country
P0526586,conf/miccai/ChenZLBZHZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_11,found_no_affiliation_country
P0526587,conf/miccai/ChenZLHC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_45,found_no_affiliation_country
P0526589,conf/miccai/ChenZWHCNH25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_50,found_no_affiliation_country
P0526590,conf/miccai/ChengSWGLWNZLWS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_53,found_no_affiliation_country
P0526591,conf/miccai/ChengZCMSA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_30,found_no_affiliation_country
P0526592,conf/miccai/CheungNCVB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06593-3_16,found_no_affiliation_country
P0526593,conf/miccai/ChhetriKGB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_34,found_no_affiliation_country
P0526596,conf/miccai/ChoAWK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_2,found_no_affiliation_country
P0526598,conf/miccai/ChoWKTU25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_19,found_no_affiliation_country
P0526599,conf/miccai/ChobolaSP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_31,found_no_affiliation_country
P0526600,conf/miccai/ChoiJAYK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_56,found_no_affiliation_country
P0526601,conf/miccai/ChoiK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06103-4_22,found_no_affiliation_country
P0526602,conf/miccai/ChoiKCPP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_52,found_no_affiliation_country
P0526603,conf/miccai/ChoiKLPP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_40,found_no_affiliation_country
P0526605,conf/miccai/ChooHKYH25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_41,found_no_affiliation_country
P0526607,conf/miccai/ChoudhuriGZPCW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_45,found_no_affiliation_country
P0526609,conf/miccai/ChuMHLRZYG25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_60,found_no_affiliation_country
P0526610,conf/miccai/ChuQJRZJWZL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_7,found_no_affiliation_country
P0526611,conf/miccai/ChungKPKN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_55,found_no_affiliation_country
P0526612,conf/miccai/ChungLBMMH25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_47,found_no_affiliation_country
P0526614,conf/miccai/ClementWV25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_12,found_no_affiliation_country
P0526619,conf/miccai/CuiLHJXLLLCL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_23,found_no_affiliation_country
P0526620,conf/miccai/CuiMM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_62,found_no_affiliation_country
P0526621,conf/miccai/CuiWFLZSW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_23,found_no_affiliation_country
P0526622,conf/miccai/CuiZPWHQ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_56,found_no_affiliation_country
P0526625,conf/miccai/DaiBNJ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_14,found_no_affiliation_country
P0526626,conf/miccai/DaiLCLWZG25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_8,found_no_affiliation_country
P0526627,conf/miccai/DaiOYJS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_25,found_no_affiliation_country
P0526632,conf/miccai/DangNT25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16365-3_18,found_no_affiliation_country
P0526634,conf/miccai/DanneckerR25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_46,found_no_affiliation_country
P0526636,conf/miccai/DasGAYLS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_41,found_no_affiliation_country
P0526638,conf/miccai/DaudMR25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_18,found_no_affiliation_country
P0526639,conf/miccai/DawoodTCPSRRR25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_58,found_no_affiliation_country
P0526640,conf/miccai/DayarathnaPIWC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_13,found_no_affiliation_country
P0526645,conf/miccai/DeleatBessonGBCVD25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_10,found_no_affiliation_country
P0526647,conf/miccai/DengLXLGLZWLY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_14,found_no_affiliation_country
P0526648,conf/miccai/DengMTGXL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_14,found_no_affiliation_country
P0526650,conf/miccai/DeutscherTOWPBD25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_24,found_no_affiliation_country
P0526651,conf/miccai/DeveneySC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06593-3_22,found_no_affiliation_country
P0526652,conf/miccai/DhamaleS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_24,found_no_affiliation_country
P0526653,conf/miccai/DhamatS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_31,found_no_affiliation_country
P0526655,conf/miccai/DiaoFYWTHYX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_47,found_no_affiliation_country
P0526658,conf/miccai/DingFLW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_34,found_no_affiliation_country
P0526659,conf/miccai/DingJCLRY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_57,found_no_affiliation_country
P0526665,conf/miccai/DongBHHSDZM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_27,found_no_affiliation_country
P0526666,conf/miccai/DongDHLYLX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_61,found_no_affiliation_country
P0526668,conf/miccai/DongTHWWLL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_29,found_no_affiliation_country
P0526670,conf/miccai/DoorenbosSM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_35,found_no_affiliation_country
P0526671,conf/miccai/Dorent25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_1,found_no_affiliation_country
P0526673,conf/miccai/DouHZZMDF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_1,found_no_affiliation_country
P0526675,conf/miccai/DuAAPLPZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_44,found_no_affiliation_country
P0526677,conf/miccai/DuCLZX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_5,found_no_affiliation_country
P0526678,conf/miccai/DuGL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_5,found_no_affiliation_country
P0526680,conf/miccai/DuWKLLCZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_9,found_no_affiliation_country
P0526681,conf/miccai/DuWWS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_64,found_no_affiliation_country
P0526682,conf/miccai/DuanHYHXZHCCINT25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_4,found_no_affiliation_country
P0526683,conf/miccai/DuanYMWS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_42,found_no_affiliation_country
P0526685,conf/miccai/DuelmerAWN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_62,found_no_affiliation_country
P0526686,conf/miccai/DuongVPNPLNDDNPN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_60,found_no_affiliation_country
P0526689,conf/miccai/DuttaMNJ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_37,found_no_affiliation_country
P0526691,conf/miccai/EcksteinUBKBWFM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_58,found_no_affiliation_country
P0526692,conf/miccai/EijpeLCOAS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_12,found_no_affiliation_country
P0526695,conf/miccai/ElgharebHTWJFADSRLSCBMA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_39,found_no_affiliation_country
P0526697,conf/miccai/EmekaCO25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16365-3_31,found_no_affiliation_country
P0526698,conf/miccai/ErickMLK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_27,found_no_affiliation_country
P0526701,conf/miccai/EsmaeilzadehGAO25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_18,found_no_affiliation_country
P0526702,conf/miccai/EspositoROLA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_64,found_no_affiliation_country
P0526703,conf/miccai/EvangelistaMSLVB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_36,found_no_affiliation_country
P0526706,conf/miccai/FalcettaCGZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_45,found_no_affiliation_country
P0526707,conf/miccai/FalcettaMYCLRPCLMZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_63,found_no_affiliation_country
P0526708,conf/miccai/FanDBLP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_56,found_no_affiliation_country
P0526711,conf/miccai/FanJXYYYXHW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_55,found_no_affiliation_country
P0526712,conf/miccai/FanKHCZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_18,found_no_affiliation_country
P0526714,conf/miccai/FanRZCLTSZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_24,found_no_affiliation_country
P0526717,conf/miccai/FanYLW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_26,found_no_affiliation_country
P0526718,conf/miccai/FanZWLY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_41,found_no_affiliation_country
P0526719,conf/miccai/FangCLZLC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_40,found_no_affiliation_country
P0526720,conf/miccai/FangCPKED25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_1,found_no_affiliation_country
P0526721,conf/miccai/FangZYFL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_54,found_no_affiliation_country
P0526722,conf/miccai/FarahaniHIL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_25,found_no_affiliation_country
P0526727,conf/miccai/FayRYGK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05870-6_10,found_no_affiliation_country
P0526728,conf/miccai/FayeBDSKDSGDDFMICA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16365-3_20,found_no_affiliation_country
P0526732,conf/miccai/FecsoMSB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_51,found_no_affiliation_country
P0526733,conf/miccai/FehrentzWHHHN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_5,found_no_affiliation_country
P0526734,conf/miccai/FeiSLSSHLJBWZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_49,found_no_affiliation_country
P0526735,conf/miccai/FeiSSLWZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_61,found_no_affiliation_country
P0526736,conf/miccai/FeldmanSDSI25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_63,found_no_affiliation_country
P0526740,conf/miccai/FengWCWXPSW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_30,found_no_affiliation_country
P0526741,conf/miccai/FengXCCZDW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_24,found_no_affiliation_country
P0526744,conf/miccai/FernandesGMNC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05870-6_21,found_no_affiliation_country
P0526750,conf/miccai/FleishmanF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_31,found_no_affiliation_country
P0526752,conf/miccai/FluhmannBHK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06593-3_8,found_no_affiliation_country
P0526753,conf/miccai/FogarolloLBH25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_24,found_no_affiliation_country
P0526756,conf/miccai/FournelBMMBJF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_12,found_no_affiliation_country
P0526757,conf/miccai/FournelPSTF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05870-6_5,found_no_affiliation_country
P0526759,conf/miccai/FuHZTL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_44,found_no_affiliation_country
P0526760,conf/miccai/FuLLZW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_59,found_no_affiliation_country
P0526761,conf/miccai/FuWLLJMLTZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_16,found_no_affiliation_country
P0526763,conf/miccai/GafencuVNA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06774-6_17,found_no_affiliation_country
P0526766,conf/miccai/GaoGMC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_54,found_no_affiliation_country
P0526767,conf/miccai/GaoGZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_48,found_no_affiliation_country
P0526768,conf/miccai/GaoKM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_17,found_no_affiliation_country
P0526769,conf/miccai/GaoLFSQ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_60,found_no_affiliation_country
P0526771,conf/miccai/GaoLMGN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_26,found_no_affiliation_country
P0526774,conf/miccai/GaoSWLDGYG25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_46,found_no_affiliation_country
P0526777,conf/miccai/GaoYXCZZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_2,found_no_affiliation_country
P0526784,conf/miccai/GermaniTZMA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_3,found_no_affiliation_country
P0526785,conf/miccai/GeyselsCMFT25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_6,found_no_affiliation_country
P0526795,conf/miccai/GonzalezJimenezLAGGPN25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_30,found_no_affiliation_country
P0526796,conf/miccai/GopinathMGI25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_61,found_no_affiliation_country
P0526797,conf/miccai/GotkowskiMI25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_42,found_no_affiliation_country
P0526799,conf/miccai/GowdaJW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-17611-0_8,found_no_affiliation_country
P0526800,conf/miccai/GowdaZGWY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-17611-0_1,found_no_affiliation_country
P0526802,conf/miccai/GrafLNMAMWPRK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-07694-6_11,found_no_affiliation_country
P0526803,conf/miccai/GrafMSABSPKWVBPNPKRK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_32,found_no_affiliation_country
P0526807,conf/miccai/GuGZZM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_46,found_no_affiliation_country
P0526808,conf/miccai/GuLCZZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_26,found_no_affiliation_country
P0526809,conf/miccai/GuSLX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_58,found_no_affiliation_country
P0526810,conf/miccai/GuSM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_28,found_no_affiliation_country
P0526812,conf/miccai/GuTVAT25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06593-3_15,found_no_affiliation_country
P0526813,conf/miccai/GuanDAKHCYWWPZZJJB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_21,found_no_affiliation_country
P0526818,conf/miccai/GuoSFC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_18,found_no_affiliation_country
P0526820,conf/miccai/GuoZDDJXL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_10,found_no_affiliation_country
P0526823,conf/miccai/HaPOC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_15,found_no_affiliation_country
P0526825,conf/miccai/HamadacheLYAELDCOL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-16370-7_26,found_no_affiliation_country
P0526826,conf/miccai/HanJP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_14,found_no_affiliation_country
P0526828,conf/miccai/HanXLLZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_35,found_no_affiliation_country
P0526829,conf/miccai/HanYKKLYKY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_55,found_no_affiliation_country
P0526830,conf/miccai/HanifZKKA25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-06593-3_7,found_no_affiliation_country
P0526831,conf/miccai/HantzeBHAB25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05870-6_13,found_no_affiliation_country
P0526833,conf/miccai/HaoTLWQXQ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04971-1_43,found_no_affiliation_country
P0526835,conf/miccai/HaoXZXPC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_19,found_no_affiliation_country
P0526836,conf/miccai/HaoXZXWPC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_42,found_no_affiliation_country
P0526837,conf/miccai/HaoYTYZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04984-1_40,found_no_affiliation_country
P0526838,conf/miccai/HaoZLYGLZLSHY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_45,found_no_affiliation_country
P0526839,conf/miccai/HardanTENY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_20,found_no_affiliation_country
P0526842,conf/miccai/HasanZJSLTSIRFAF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04965-0_64,found_no_affiliation_country
P0526843,conf/miccai/HassanSPEY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_20,found_no_affiliation_country
P0526845,conf/miccai/HeCED25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_35,found_no_affiliation_country
P0526846,conf/miccai/HeCZCY25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05325-1_55,found_no_affiliation_country
P0526847,conf/miccai/HeHTCYHLLLZ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05182-0_33,found_no_affiliation_country
P0526848,conf/miccai/HeLYL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_6,found_no_affiliation_country
P0526849,conf/miccai/HeMLYLGZF25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_60,found_no_affiliation_country
P0526850,conf/miccai/HeTZLL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05185-1_61,found_no_affiliation_country
P0526851,conf/miccai/HeZFYCWLZYW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_11,found_no_affiliation_country
P0526853,conf/miccai/HelmyHIBSS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-07502-4_14,found_no_affiliation_country
P0526854,conf/miccai/HeoHBLKPLZSK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04981-0_55,found_no_affiliation_country
P0526855,conf/miccai/HeoJ25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_50,found_no_affiliation_country
P0526862,conf/miccai/HoangBNFSGK25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-07694-6_4,found_no_affiliation_country
P0526866,conf/miccai/HongFDP25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_15,found_no_affiliation_country
P0526867,conf/miccai/HongZYM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_51,found_no_affiliation_country
P0526868,conf/miccai/HonkamaaM25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_38,found_no_affiliation_country
P0526870,conf/miccai/HosseiniIS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04978-0_26,found_no_affiliation_country
P0526871,conf/miccai/HouCJLLTSLC25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05127-1_11,found_no_affiliation_country
P0526876,conf/miccai/HuCLLWW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05169-1_9,found_no_affiliation_country
P0526878,conf/miccai/HuCZTSL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04937-7_63,found_no_affiliation_country
P0526879,conf/miccai/HuGYLLGCZZQWCDWL25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05162-2_7,found_no_affiliation_country
P0526881,conf/miccai/HuWCJLLW25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_25,found_no_affiliation_country
P0526882,conf/miccai/HuWX25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-05141-7_33,found_no_affiliation_country
P0526884,conf/miccai/HuZZXS25,MICCAI,A,IA / ML,2025,2021-2025,10.1007/978-3-032-04947-6_49,found_no_affiliation_country
