congress,year,n_targets,n_resolved_papers,n_evidence_rows,n_candidate_works_with_countries,n_index_titles,n_fuzzy_candidates_checked,venue_query,source_id,source_status,source_display_name,query_mode,n_pages,n_raw_results,seconds_fetch,seconds_match,seconds_total,cache_hit
ICDM,2024,1,0,0,0,0,0,IEEE International Conference on Data Mining,S4393918563,resolved,IEEE ... International Conference on Data Mining workshops,source_id,0,0,0.467,0.0,0.467,False
ICDM,2025,3,0,0,0,0,0,IEEE International Conference on Data Mining,S4393918563,resolved,IEEE ... International Conference on Data Mining workshops,source_id,0,0,0.494,0.0,0.495,False
ICDT,2001,4,0,0,1,1,4,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,1,1,0.48,0.0,1.219,False
ICDT,2003,1,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.485,0.0,0.485,False
ICDT,2005,3,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.47,0.0,0.47,False
ICDT,2009,2,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.464,0.0,0.464,False
ICDT,2014,9,0,0,1,1,9,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,1,1,0.49,0.0,0.491,False
ICDT,2015,2,0,0,1,1,2,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,1,1,0.489,0.0,0.489,False
ICDT,2016,2,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.485,0.0,0.485,False
ICDT,2017,5,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.475,0.0,0.475,False
ICDT,2018,7,0,0,1,1,7,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,1,1,0.46,0.0,0.461,False
ICDT,2019,5,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.447,0.0,0.447,False
ICDT,2020,3,0,0,3,3,9,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,1,3,0.472,0.0,0.472,False
ICDT,2022,9,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.462,0.0,0.463,False
ICDT,2023,15,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.457,0.001,0.457,False
ICDT,2024,16,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.458,0.001,0.458,False
ICDT,2025,12,0,0,0,0,0,International Conference on Database Theory,S4306419319,resolved,International Conference on Database Theory,source_id,0,0,0.621,0.0,0.621,False
ICER,2005,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.485,0.0,1.193,False
ICER,2006,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.513,0.0,0.513,False
ICER,2007,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.489,0.0,0.489,False
ICER,2008,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.464,0.0,0.464,False
ICER,2009,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.489,0.0,0.489,False
ICER,2013,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.488,0.0,0.489,False
ICER,2016,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.49,0.0,0.49,False
ICER,2019,2,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.455,0.0,0.456,False
ICER,2021,1,0,0,0,0,0,International Computing Education Research,S4306418980,resolved,International Computing Education Research Workshop,source_id,0,0,0.47,0.0,0.47,False
ICFP,2001,2,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.451,0.0,1.011,False
ICFP,2003,1,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.48,0.0,0.48,False
ICFP,2004,1,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,1,0.468,0.0,0.468,False
ICFP,2005,1,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,1,0.46,0.0,0.46,False
ICFP,2006,1,0,0,2,2,2,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,6,0.465,0.0,0.465,False
ICFP,2007,4,0,0,1,1,4,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,2,0.464,0.0,0.464,False
ICFP,2008,2,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.482,0.0,0.482,False
ICFP,2009,4,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.455,0.0,0.455,False
ICFP,2010,1,0,0,1,1,1,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,1,0.453,0.0,0.453,False
ICFP,2011,1,0,0,1,1,1,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,1,0.575,0.0,0.576,False
ICFP,2012,1,0,0,1,1,1,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,1,1,0.469,0.0,0.469,False
ICFP,2013,2,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.456,0.0,0.456,False
ICFP,2015,1,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.46,0.0,0.46,False
ICFP,2016,1,0,0,0,0,0,International Conference on Functional Programming,S4306419468,resolved,International Conference on Functional Programming,source_id,0,0,0.444,0.0,0.445,False
ICLR,2017,15,2,3,81,81,362,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,1,88,0.899,0.004,1.427,False
ICLR,2018,24,2,2,234,234,1148,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,2,252,2.212,0.021,2.236,False
ICLR,2019,24,0,0,72,72,397,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,1,77,0.893,0.005,0.899,False
ICLR,2020,687,166,263,202,202,23464,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,2,212,1.681,0.066,1.748,False
ICLR,2021,860,151,218,205,205,28393,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,2,212,1.556,0.067,1.625,False
ICLR,2022,1094,0,0,0,0,0,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,0,0,0.449,0.018,0.468,False
ICLR,2023,1573,0,0,0,0,0,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,0,0,0.458,0.029,0.487,False
ICLR,2024,2260,0,0,0,0,0,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,0,0,0.445,0.038,0.483,False
ICLR,2025,3704,0,0,0,0,0,International Conference on Learning Representations,S4306419637,resolved,International Conference on Learning Representations,source_id,0,0,0.465,0.06,0.525,False
ICME,2001,40,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.451,0.001,1.2,False
ICME,2003,13,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.52,0.001,0.52,False
ICME,2004,8,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.471,0.0,0.471,False
ICME,2005,6,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.465,0.0,0.465,False
ICME,2006,8,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.459,0.0,0.459,False
ICME,2007,18,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.455,0.001,0.456,False
ICME,2008,9,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.502,0.0,0.502,False
ICME,2009,9,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.476,0.0,0.477,False
ICME,2010,4,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.447,0.0,0.447,False
ICME,2011,5,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.471,0.0,0.472,False
ICME,2012,2,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.657,0.0,0.657,False
ICME,2014,1,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.451,0.0,0.451,False
ICME,2015,1,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.483,0.0,0.484,False
ICME,2016,1,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.46,0.0,0.46,False
ICME,2017,4,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.475,0.0,0.475,False
ICME,2018,7,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.486,0.0,0.486,False
ICME,2019,3,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.457,0.0,0.457,False
ICME,2020,7,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.46,0.0,0.46,False
ICME,2021,5,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.46,0.0,0.46,False
ICME,2022,9,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.497,0.0,0.498,False
ICME,2023,2,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.476,0.0,0.476,False
ICME,2024,12,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.463,0.001,0.464,False
ICME,2025,11,0,0,0,0,0,IEEE International Conference on Multimedia and Expo,S4393918459,resolved,IEEE International Conference on Multimedia and Expo workshops,source_id,0,0,0.469,0.001,0.47,False
ICML,2001,80,2,2,2,2,128,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,16,0.572,0.004,1.079,False
ICML,2002,87,2,3,4,4,242,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,30,0.668,0.005,0.673,False
ICML,2003,117,9,10,11,11,757,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,16,0.58,0.007,0.588,False
ICML,2004,7,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,1,0.449,0.0,0.449,False
ICML,2005,4,0,0,4,4,6,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,7,0.604,0.0,0.605,False
ICML,2006,3,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,0,0,0.479,0.0,0.479,False
ICML,2007,2,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,3,0.471,0.0,0.471,False
ICML,2008,5,0,0,4,4,15,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,6,0.549,0.0,0.55,False
ICML,2009,4,0,0,2,2,8,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,3,0.508,0.0,0.508,False
ICML,2010,159,19,24,19,19,1028,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,20,0.598,0.009,0.607,False
ICML,2011,152,28,34,35,34,1219,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,35,0.751,0.009,0.76,False
ICML,2012,243,32,37,38,38,1936,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,38,0.725,0.015,0.74,False
ICML,2014,310,44,54,48,48,2804,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,49,0.733,0.016,0.749,False
ICML,2015,270,53,64,71,71,2561,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,72,0.918,0.01,0.928,False
ICML,2016,322,110,131,121,121,3622,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,123,0.893,0.019,0.913,False
ICML,2017,434,161,227,178,178,6542,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,1,184,1.205,0.025,1.233,False
ICML,2018,621,214,289,234,234,15666,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,2,239,1.859,0.05,1.911,False
ICML,2019,774,226,315,239,239,19003,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,2,245,1.797,0.053,1.852,False
ICML,2020,1085,257,364,314,314,32456,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,2,318,2.244,0.084,2.331,False
ICML,2021,1183,261,381,333,333,43683,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,2,347,1.971,0.109,2.085,False
ICML,2022,1234,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,0,0,0.481,0.024,0.507,False
ICML,2023,1828,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,0,0,0.432,0.031,0.463,False
ICML,2024,2610,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,0,0,0.471,0.045,0.516,False
ICML,2025,3257,0,0,0,0,0,International Conference on Machine Learning,S4306419644,resolved,International Conference on Machine Learning,source_id,0,0,0.46,0.055,0.515,False
ICPC,2006,2,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.471,0.0,1.268,False
ICPC,2014,3,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.512,0.0,0.512,False
ICPC,2015,1,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.473,0.0,0.474,False
ICPC,2016,2,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.463,0.0,0.463,False
ICPC,2021,1,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.594,0.0,0.595,False
ICPC,2024,2,0,0,0,0,0,Program Comprehension,S4306421283,resolved,Workshop on Program Comprehension,source_id,0,0,0.461,0.0,0.461,False
ICRA,2001,15,1,1,3,3,43,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,37,0.664,0.001,1.396,False
ICRA,2002,23,0,0,0,0,0,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,15,0.555,0.001,0.557,False
ICRA,2003,8,0,0,2,2,16,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,11,0.538,0.001,0.539,False
ICRA,2004,11,0,0,2,2,19,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,11,0.547,0.001,0.548,False
ICRA,2005,16,0,0,1,1,16,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,8,0.554,0.0,0.555,False
ICRA,2006,16,0,0,3,3,41,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,15,0.536,0.001,0.537,False
ICRA,2007,18,0,0,3,3,41,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,13,0.542,0.001,0.543,False
ICRA,2008,15,0,0,2,2,29,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,20,0.582,0.002,0.584,False
ICRA,2009,6,0,0,10,10,42,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,14,0.769,0.003,0.773,False
ICRA,2010,6,0,0,6,6,28,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,11,0.561,0.001,0.562,False
ICRA,2011,18,0,0,8,8,90,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,18,0.631,0.002,0.633,False
ICRA,2012,7,0,0,4,4,22,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,12,0.543,0.001,0.544,False
ICRA,2013,4,0,0,17,17,42,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,22,0.625,0.001,0.626,False
ICRA,2014,5,0,0,17,17,29,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,23,0.625,0.001,0.626,False
ICRA,2015,5,0,0,13,13,32,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,17,0.633,0.001,0.634,False
ICRA,2016,18,0,0,14,14,127,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,30,0.641,0.002,0.643,False
ICRA,2017,25,0,0,9,9,104,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,61,0.735,0.001,0.736,False
ICRA,2018,28,0,0,21,21,160,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,34,0.786,0.001,0.788,False
ICRA,2019,36,0,0,12,12,177,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,41,0.742,0.003,0.745,False
ICRA,2020,41,0,0,6,6,178,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,54,0.975,0.003,0.979,False
ICRA,2021,65,0,0,11,11,420,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,1,46,0.716,0.005,0.722,False
ICRA,2022,32,0,0,0,0,0,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,0,0,0.465,0.001,0.466,False
ICRA,2023,36,0,0,0,0,0,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,0,0,0.462,0.002,0.464,False
ICRA,2024,67,0,0,0,0,0,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,0,0,0.458,0.003,0.46,False
ICRA,2025,41,0,0,0,0,0,International Conference on Robotics and Automation,S4306419799,resolved,International Conference on Robotics and Automation,source_id,0,0,0.468,0.001,0.469,False
ICS,2001,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,4,0.486,0.0,1.099,False
ICS,2002,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,9,0.541,0.0,0.541,False
ICS,2003,1,0,0,1,1,1,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,24,0.668,0.0,0.668,False
ICS,2004,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,52,0.629,0.0,0.629,False
ICS,2005,1,0,0,1,1,1,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,5,0.464,0.0,0.465,False
ICS,2007,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,9,0.627,0.0,0.627,False
ICS,2008,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,12,0.54,0.0,0.54,False
ICS,2010,3,0,0,6,6,18,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,8,0.54,0.0,0.54,False
ICS,2014,2,0,0,7,7,8,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,18,0.694,0.0,0.694,False
ICS,2015,1,0,0,2,2,2,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,1,7,0.558,0.0,0.558,False
ICS,2020,2,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,0,0,0.481,0.0,0.481,False
ICS,2025,1,0,0,0,0,0,International Conference on Supercomputing,S4306419857,resolved,International Conference on Supercomputing,source_id,0,0,0.453,0.0,0.453,False
ICSA,2018,1,0,0,1,1,1,Software Architecture,S4306418348,resolved,European Conference on Software Architecture,source_id,1,1,0.452,0.0,0.895,False
ICSA,2021,1,0,0,0,0,0,Software Architecture,S4306418348,resolved,European Conference on Software Architecture,source_id,1,1,0.447,0.0,0.447,False
ICSA,2023,1,0,0,0,0,0,Software Architecture,S4306418348,resolved,European Conference on Software Architecture,source_id,0,0,0.454,0.0,0.454,False
ICSA,2025,20,0,0,0,0,0,Software Architecture,S4306418348,resolved,European Conference on Software Architecture,source_id,0,0,0.436,0.001,0.437,False
ICSE,2001,36,11,11,61,61,345,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,69,0.777,0.005,1.328,False
ICSE,2002,15,0,0,1,1,15,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,57,0.642,0.001,0.643,False
ICSE,2003,12,2,2,66,66,408,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,82,0.774,0.005,0.78,False
ICSE,2004,30,9,13,36,36,276,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,48,0.71,0.003,0.714,False
ICSE,2005,6,0,0,33,33,26,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,47,0.741,0.002,0.743,False
ICSE,2006,3,0,0,20,20,60,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,26,0.63,0.001,0.632,False
ICSE,2007,3,0,0,89,89,13,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,101,0.841,0.003,0.845,False
ICSE,2008,3,0,0,67,67,31,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,73,0.834,0.002,0.837,False
ICSE,2009,1,0,0,25,25,2,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,32,0.639,0.001,0.641,False
ICSE,2011,2,0,0,60,60,71,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,62,0.776,0.002,0.779,False
ICSE,2012,12,2,2,125,125,353,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,135,0.936,0.003,0.94,False
ICSE,2013,6,0,0,90,90,172,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,94,0.854,0.004,0.859,False
ICSE,2016,3,0,0,7,7,15,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,9,0.585,0.001,0.586,False
ICSE,2017,1,0,0,24,24,1,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,25,0.683,0.001,0.684,False
ICSE,2018,4,0,0,108,108,36,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,111,0.872,0.004,0.876,False
ICSE,2020,1,0,0,9,9,9,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,1,9,0.539,0.001,0.54,False
ICSE,2021,1,0,0,0,0,0,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,0,0,0.473,0.0,0.473,False
ICSE,2022,4,0,0,0,0,0,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,0,0,0.459,0.0,0.459,False
ICSE,2023,1,0,0,0,0,0,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,0,0,0.443,0.0,0.444,False
ICSE,2025,3,0,0,0,0,0,International Conference on Software Engineering,S4306419842,resolved,International Conference on Software Engineering,source_id,0,0,0.494,0.0,0.495,False
ICSME,2001,9,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.458,0.0,1.166,False
ICSME,2002,2,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.438,0.0,0.438,False
ICSME,2003,9,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.472,0.0,0.472,False
ICSME,2004,3,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.445,0.0,0.445,False
ICSME,2005,10,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.461,0.0,0.461,False
ICSME,2006,9,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.434,0.0,0.435,False
ICSME,2007,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.496,0.0,0.496,False
ICSME,2008,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.46,0.0,0.46,False
ICSME,2009,4,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.457,0.0,0.457,False
ICSME,2010,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.549,0.0,0.549,False
ICSME,2011,2,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.586,0.0,0.586,False
ICSME,2012,2,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.701,0.0,0.701,False
