venue,conference_name,core_year,level,source_files,n_raw_rows,had_conflict,level_raw_values,policy_2010
PACIS,Pacific Asia Conference on Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PACT,International Conference on Parallel Architecture and Compilation Techniques,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PERFORMANCE,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PG,Pacific Conference on Computer Graphics and Applications,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PPSN,Parallel Problem Solving from Nature,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PPoPP,Principles and Practice of Parallel Programming,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
PT,Performance Tools - International Conference on Model Techniques & Tools for CPE,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
RANDOM,International Workshop on Randomization and Computation,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
RE,IEEE International Requirements Engineering Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
RTA,International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SAS,Static Analysis Symposium,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SAT,International Conference on Theory and Applications of Satisfiability Testing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SCOPES,International Workshop on Software and Compilers for Embedded Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SDM,SIAM International Conference on Data Mining,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SDSDI,Unix Symposium on Operating Systems Design and Implementation,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SIGSPATIAL,ACM International Conference on Advances in Geographic Information Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SMS,IEEE International Symposium on Software Metrics,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SPAA,Symposium on Parallelism in Algorithms and Architectures,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SRDS,Symposium on Reliable Distributed Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SSDBM,International Conference on Scientific and Statistical Data Base Management,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SSPR,Structural and Syntactical Pattern Recognition,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SSR,ACM Symposium on Software Reusability,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SSTD,International Symposium on Spatial and Temporal Databases,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
STACS,International Symposium on Theoretical Aspects of Computer Science,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
SoCG,International Symposium on Computational Geometry,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TABLEAUX,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TARK,Theoretical Aspects of Rationality and Knowledge,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TCC,Theory of Cryptography Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TEI,"Tangible, Embedded, and Embodied Interaction",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
TrustCom,"International Conference on Trust, Security and Privacy in Computing and Communications",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
UIST,ACM Symposium on User Interface Software and Technology,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
USENIX,Usenix Annual Technical Conference,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
USITS,Unix Symposium on Internet Technologies,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
VEE,International Conference on Virtual Execution Environments,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
VLSI,Symposia on VLSI Technology and Circuits,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
VRST,ACM Virtual Reality Software and Technology,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
WACV,IEEE Workshop on Applications of Computer Vision,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
WISE,International Conference on Web Information Systems Engineering,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
e-Science,IEEE International Conference on e-Science and Grid Computing,2018,A,COREA-2018.csv,1,False,A,infer_2008_2013
AAAI,National Conference of the American Association for Artificial Intelligence,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ACL,Association for Computational Linguistics,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ACMMM,ACM Multimedia,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
CAV,Computer Aided Verification,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
CCS,ACM Conference on Computer and Communications Security,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
CHI,International Conference on Human Factors in Computing Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
COLT,Conference on Learning Theory,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
CRYPTO,Advances in Cryptology,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
DCC,Data Compression Conference,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
EC,ACM Conference on Economics and Computation,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
FOCS,IEEE Symposium on Foundations of Computer Science,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
FOGA,Foundations of Genetic Algorithms,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
HPCA,International Symposium on High Performance Computer Architecture,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICAPS,International Conference on Automated Planning and Scheduling,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICCV,IEEE International Conference on Computer Vision,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICDE,International Conference on Data Engineering,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICDM,IEEE International Conference on Data Mining,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICFP,International Conference on Functional Programming,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICIS,International Conference on Information Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICML,International Conference on Machine Learning,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ICSE,International Conference on Software Engineering,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
IEEE InfoVis,IEEE Information Visualization Conference,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
IJCAI,International Joint Conference on Artificial Intelligence,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
IJCAR,International Joint Conference on Automated Reasoning,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
INFOCOM,IEEE International Conference on Computer Communications,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
IPSN,Information Processing in Sensor Networks,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ISCA,ACM International Symposium on Computer Architecture,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ISSAC,International Symposium on Symbolic and Algebraic Computation,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
ISWC,International Semantic Web Conference,2018,A*,COREA-2018.csv|COREAstar-2018.csv,2,True,A|A*,infer_2008_2013
JCDL,ACM Conference on Digital Libraries,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
LICS,IEEE Symposium on Logic in Computer Science,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
MOBICOM,ACM International Conference on Mobile Computing and Networking,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
NDSS,Usenix Network and Distributed System Security Symposium,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
PODC,ACM Symposium on Principles of Distributed Computing,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
RSS,Robotics: Science and Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
RTSS,Real Time Systems Symposium,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SIGMETRICS,Measurement and Modeling of Computer Systems,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SIGMOD,ACM Special Interest Group on Management of Data Conference,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SODA,ACM/SIAM Symposium on Discrete Algorithms,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
SP,IEEE Symposium on Security and Privacy,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
STOC,ACM Symposium on Theory of Computing,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
UAI,Conference in Uncertainty in Artificial Intelligence,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
USENIX-Security,Usenix Security Symposium,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
VLDB,International Conference on Very Large Databases,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
WSDM,ACM International Conference on Web Search and Data Mining,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
WWW,International World Wide Web Conference,2018,A*,COREAstar-2018.csv,1,False,A*,infer_2008_2013
AIED,International Conference on Artificial Intelligence in Education,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
AISTATS,International Conference on Artificial Intelligence and Statistics,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
ALENEX,Workshop on Algorithm Engineering and Experiments,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
ALIFE,International Conference on the Simulation and Synthesis of Living Systems,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
ASE,Automated Software Engineering Conference,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
ATVA,International Symposium on Automated Technology for Verification and Analysis,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
AiML,Advances in Modal Logic,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
BPM,International Conference in Business Process Management,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CADE,International Conference on Automated Deduction,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CC,International Conference on Compiler Construction,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CCC,IEEE Conference on Computational Complexity,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CGO,International Symposium on Code Generation and Optimization,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CIDR,Conference on Innovative Data Systems Research,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CIKM,ACM International Conference on Information and Knowledge Management,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CLUSTER,IEEE International Conference on Cluster Computing,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
COLING,International Conference on Computational Linguistics,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CONCUR,International Conference on Concurrency Theory,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CP,International Conference on Principles and Practice of Constraint Programming,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CSCL,Computer Supported Collaborative Learning,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CSCW,ACM Conference on Computer Supported Cooperative Work,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
CaiSE,International Conference on Advanced Information Systems Engineering,2020,A,COREA-2020.csv,1,False,A,infer_2008_2013
